Candidate,Party,First_pref_count,First_pref_pct,Quota,Elected_on_Count,Status,Seat,Gender,Election_date,Electorate,number_of_candidates,seats_available,constituency_name,constituency_name_as_Gaeilge,quota,Outgoing
Matthew Davis,Fianna Fail,4418,0.1518,0.61,0,,,Male,1938-06-17,not available,6,3,Athlone Longford,(Leinster),7275,
Martin Timlin,Labour,2570,0.0883,0.35,0,,,Male,1938-06-17,not available,6,3,Athlone Longford,(Leinster),7275,
William Finnerty,Fine Gael,4183,0.1438,0.57,0,,,Male,1938-06-17,not available,6,3,Athlone Longford,(Leinster),7275,
Thomas Harris,Fianna Fail,7874,0.2198,1.10,0,1,,Male,1938-06-17,not available,6,4,Carlow Kildare,(Leinster),7166,
William Norton,Labour,7467,0.2084,1.04,0,2,,Male,1938-06-17,not available,6,4,Carlow Kildare,(Leinster),7166,
Francis Humphreys,Fianna Fail,5645,0.1576,0.79,0,3,,Male,1938-06-17,not available,6,4,Carlow Kildare,(Leinster),7166,
James Hughes,Fine Gael,6104,0.1704,0.85,0,4,,Male,1938-06-17,not available,6,4,Carlow Kildare,(Leinster),7166,
Captain Sydney B Minch,Fine Gael,5749,0.1605,0.80,0,,,Male,1938-06-17,not available,6,4,Carlow Kildare,(Leinster),7166,
William Tynan,Fianna Fail,2988,0.0834,0.42,0,,,Male,1938-06-17,not available,6,4,Carlow Kildare,(Leinster),7166,
Paddy Smith,Fianna Fail,9129,0.2546,1.27,0,1,,Male,1938-06-17,not available,6,4,Cavan,(Ulster),7171,
Michael Sheridan,Fianna Fail,8049,0.2245,1.12,0,2,,Male,1938-06-17,not available,6,4,Cavan,(Ulster),7171,
Patrick McGovern,Fine Gael,6261,0.1746,0.87,0,3,,Male,1938-06-17,not available,6,4,Cavan,(Ulster),7171,
John Cole,Non party/Independent,6375,0.1778,0.89,0,4,,Male,1938-06-17,not available,6,4,Cavan,(Ulster),7171,
John McGorry,Fine Gael,2941,0.08199999999999999,0.41,0,,,Male,1938-06-17,not available,6,4,Cavan,(Ulster),7171,
Michael Keating,Labour,3096,0.0864,0.43,0,,,Male,1938-06-17,not available,6,4,Cavan,(Ulster),7171,
Eamon de Valera,Fianna Fail,14723,0.2969,1.78,0,1,,Male,1938-06-17,not available,8,5,Clare,An Clar,8264,
Seán O'Grady,Fianna Fail,7270,0.1466,0.88,0,2,,Male,1938-06-17,not available,8,5,Clare,An Clar,8264,
Peter O'Loghlen,Fianna Fail,3079,0.0621,0.37,0,3,,Male,1938-06-17,not available,8,5,Clare,An Clar,8264,
Thomas T Burke,Independent Farmer,6525,0.1316,0.79,0,4,,Male,1938-06-17,not available,8,5,Clare,An Clar,8264,
Patrick Burke,Fine Gael,6280,0.1267,0.76,0,5,,Male,1938-06-17,not available,8,5,Clare,An Clar,8264,
Edmund Carroll,Fine Gael,1686,0.034,0.20,0,,,Male,1938-06-17,not available,8,5,Clare,An Clar,8264,
Martin Sexton,Fianna Fail,4305,0.0868,0.52,0,,,Male,1938-06-17,not available,8,5,Clare,An Clar,8264,
Patrick Hogan,Labour,5713,0.1152,0.69,0,,,Male,1938-06-17,not available,8,5,Clare,An Clar,8264,
Thomas Dowdall,Fianna Fail,11528,0.2943,1.47,0,1,,Male,1938-06-17,not available,6,4,Cork Borough,(Munster),7834,
W T Cosgrave,Fine Gael,8154,0.2082,1.04,0,2,,Male,1938-06-17,not available,6,4,Cork Borough,(Munster),7834,
Hugo Flinn,Fianna Fail,5560,0.142,0.71,0,3,,Male,1938-06-17,not available,6,4,Cork Borough,(Munster),7834,
James Hickey,Labour,7094,0.18109999999999998,0.91,0,4,,Male,1938-06-17,not available,6,4,Cork Borough,(Munster),7834,
Michael Driscoll,Fine Gael,1760,0.0449,0.22,0,,,Male,1938-06-17,not available,6,4,Cork Borough,(Munster),7834,
Richard Anthony,Non party/Independent,5071,0.1295,0.65,0,,,Male,1938-06-17,not available,6,4,Cork Borough,(Munster),7834,
Seán Moylan,Fianna Fail,10070,0.2566,1.28,0,1,,Male,1938-06-17,not available,6,4,Cork North,(Munster),7848,
Timothy Linehan,Fine Gael,7920,0.20190000000000002,1.01,0,2,,Male,1938-06-17,not available,6,4,Cork North,(Munster),7848,
Patrick Daly,Fine Gael,7845,0.1999,1.00,0,3,,Male,1938-06-17,not available,6,4,Cork North,(Munster),7848,
Con Meaney,Fianna Fail,3794,0.0967,0.48,0,4,,Male,1938-06-17,not available,6,4,Cork North,(Munster),7848,
William Griffin,Fianna Fail,4658,0.11869999999999999,0.59,0,,,Male,1938-06-17,not available,6,4,Cork North,(Munster),7848,
Timothy Quill,Labour,4950,0.12619999999999998,0.63,0,,,Male,1938-06-17,not available,6,4,Cork North,(Munster),7848,
Brook Brasier,Fine Gael,8535,0.2677,1.07,0,1,,Male,1938-06-17,not available,5,3,Cork South East,(Munster),7971,
Martin Corry,Fianna Fail,7701,0.2416,0.97,0,2,,Male,1938-06-17,not available,5,3,Cork South East,(Munster),7971,
Jeremiah Hurley,Labour,5872,0.18420000000000003,0.74,0,3,,Male,1938-06-17,not available,5,3,Cork South East,(Munster),7971,
Eoin O'Mahony,Fianna Fail,5175,0.1623,0.65,0,,,Male,1938-06-17,not available,5,3,Cork South East,(Munster),7971,
Edmond Carey,Fine Gael,4597,0.1442,0.58,0,,,Male,1938-06-17,not available,5,3,Cork South East,(Munster),7971,
Seán Buckley,Fianna Fail,10895,0.2014,1.21,0,1,,Male,1938-06-17,not available,7,5,Cork West,(Munster),9016,
Timothy Murphy,Labour,10424,0.19269999999999998,1.16,0,2,,Male,1938-06-17,not available,7,5,Cork West,(Munster),9016,
Ted O'Sullivan,Fianna Fail,10019,0.1852,1.11,0,3,,Male,1938-06-17,not available,7,5,Cork West,(Munster),9016,
Timothy O'Donovan,Fine Gael,7825,0.1447,0.87,0,4,,Male,1938-06-17,not available,7,5,Cork West,(Munster),9016,
Eamonn O'Neill,Fine Gael,6304,0.1165,0.70,0,5,,Male,1938-06-17,not available,7,5,Cork West,(Munster),9016,
Eugene O'Sullivan,Fine Gael,2124,0.0393,0.24,0,,,Male,1938-06-17,not available,7,5,Cork West,(Munster),9016,
Daniel O'Leary,Fine Gael,6504,0.1202,0.72,0,,,Male,1938-06-17,not available,7,5,Cork West,(Munster),9016,
Major James Myles,Non party/Independent,7846,0.2094,1.05,0,1,,Male,1938-06-17,not available,6,4,Donegal East,Dún na nGall Thior,7495,
Daniel McMenamin,Fine Gael,7797,0.20809999999999998,1.04,0,2,,Male,1938-06-17,not available,6,4,Donegal East,Dún na nGall Thior,7495,
Henry McDevitt,Fianna Fail,7293,0.1946,0.97,0,3,,Male,1938-06-17,not available,6,4,Donegal East,Dún na nGall Thior,7495,
John Friel,Fianna Fail,6526,0.17420000000000002,0.87,0,4,,Male,1938-06-17,not available,6,4,Donegal East,Dún na nGall Thior,7495,
Neal Blaney,Fianna Fail,6368,0.1699,0.85,0,,,Male,1938-06-17,not available,6,4,Donegal East,Dún na nGall Thior,7495,
Patrick Lynch,Labour,1642,0.0438,0.22,0,,,Male,1938-06-17,not available,6,4,Donegal East,Dún na nGall Thior,7495,
General Seán MacEoin,Fine Gael,6979,0.2439,0.98,0,1,,Male,1943-06-23,not available,8,3,Athlone Longford,(Leinster),7154,
Erskine Childers,Fianna Fail,4180,0.1461,0.58,0,2,,Male,1943-06-23,not available,8,3,Athlone Longford,(Leinster),7154,
Thomas Carter,Fianna Fail,4041,0.1412,0.56,0,3,,Male,1943-06-23,not available,8,3,Athlone Longford,(Leinster),7154,
William Finnerty,Fine Gael,3012,0.10529999999999999,0.42,0,,,Male,1943-06-23,not available,8,3,Athlone Longford,(Leinster),7154,
Henry Broderick,Labour,2055,0.0718,0.29,0,,,Male,1943-06-23,not available,8,3,Athlone Longford,(Leinster),7154,
Thomas Murray,Non party/Independent,1216,0.0425,0.17,0,,,Male,1943-06-23,not available,8,3,Athlone Longford,(Leinster),7154,
Martin Timlin,Labour,3119,0.109,0.44,0,,,Male,1943-06-23,not available,8,3,Athlone Longford,(Leinster),7154,
James Victory,Fianna Fail,4010,0.1402,0.56,0,,,Male,1943-06-23,not available,8,3,Athlone Longford,(Leinster),7154,
William Norton,Labour,8355,0.22510000000000002,1.13,0,1,,Male,1943-06-23,not available,8,4,Carlow Kildare,(Leinster),7423,
Thomas Harris,Fianna Fail,8229,0.2217,1.11,0,2,,Male,1943-06-23,not available,8,4,Carlow Kildare,(Leinster),7423,
James Hughes,Fine Gael,6107,0.16449999999999998,0.82,0,3,,Male,1943-06-23,not available,8,4,Carlow Kildare,(Leinster),7423,
Francis Humphreys,Fianna Fail,3804,0.1025,0.51,0,4,,Male,1943-06-23,not available,8,4,Carlow Kildare,(Leinster),7423,
Thomas Lawlor,Non party/Independent,3007,0.081,0.41,0,,,Male,1943-06-23,not available,8,4,Carlow Kildare,(Leinster),7423,
Thomas Mullins,Fianna Fail,1117,0.0301,0.15,0,,,Male,1943-06-23,not available,8,4,Carlow Kildare,(Leinster),7423,
Gerard Sweetman,Fine Gael,2924,0.0788,0.39,0,,,Male,1943-06-23,not available,8,4,Carlow Kildare,(Leinster),7423,
Thomas Hayden,Labour,3571,0.0962,0.48,0,,,Male,1943-06-23,not available,8,4,Carlow Kildare,(Leinster),7423,
Paddy Smith,Fianna Fail,9279,0.2586,1.29,0,1,,Male,1943-06-23,not available,12,4,Cavan,(Ulster),7177,
Patrick O'Reilly,Non party/Independent,5397,0.15039999999999998,0.75,0,2,,Male,1943-06-23,not available,12,4,Cavan,(Ulster),7177,
John Cole,Non party/Independent,5307,0.1479,0.74,0,3,,Male,1943-06-23,not available,12,4,Cavan,(Ulster),7177,
Michael Sheridan,Fianna Fail,3023,0.0842,0.42,0,4,,Male,1943-06-23,not available,12,4,Cavan,(Ulster),7177,
Michael Keating,Labour,1570,0.0438,0.22,0,,,Male,1943-06-23,not available,12,4,Cavan,(Ulster),7177,
James Keogan,Non party/Independent,1968,0.0548,0.27,0,,,Male,1943-06-23,not available,12,4,Cavan,(Ulster),7177,
Michael Magee,Labour,988,0.0275,0.14,0,,,Male,1943-06-23,not available,12,4,Cavan,(Ulster),7177,
Hugh O'Donoghue,Non party/Independent,1671,0.0466,0.23,0,,,Male,1943-06-23,not available,12,4,Cavan,(Ulster),7177,
Patrick Baxter,Fine Gael,1504,0.04190000000000001,0.21,0,,,Male,1943-06-23,not available,12,4,Cavan,(Ulster),7177,
Patrick Farrell,Fine Gael,1550,0.0432,0.22,0,,,Male,1943-06-23,not available,12,4,Cavan,(Ulster),7177,
James O'Reilly,Fianna Fail,1664,0.0464,0.23,0,,,Male,1943-06-23,not available,12,4,Cavan,(Ulster),7177,
Patrick McGovern,Fine Gael,1962,0.0547,0.27,0,,,Male,1943-06-23,not available,12,4,Cavan,(Ulster),7177,
Eamon de Valera,Fianna Fail,14961,0.30920000000000003,1.86,0,1,,Male,1943-06-23,not available,15,5,Clare,An Clar,8065,
Seán O'Grady,Fianna Fail,4167,0.0861,0.52,0,2,,Male,1943-06-23,not available,15,5,Clare,An Clar,8065,
Patrick Burke,Fine Gael,4926,0.1018,0.61,0,3,,Male,1943-06-23,not available,15,5,Clare,An Clar,8065,
Thomas T Burke,Independent Farmer,4637,0.0958,0.57,0,4,,Male,1943-06-23,not available,15,5,Clare,An Clar,8065,
Patrick Hogan,Labour,5177,0.107,0.64,0,5,,Male,1943-06-23,not available,15,5,Clare,An Clar,8065,
Seán Hogan,Non party/Independent,700,0.014499999999999999,0.09,0,,,Male,1943-06-23,not available,15,5,Clare,An Clar,8065,
John Fahy,Non party/Independent,1376,0.028399999999999998,0.17,0,,,Male,1943-06-23,not available,15,5,Clare,An Clar,8065,
Patrick McMahon,Fianna Fail,1013,0.0209,0.13,0,,,Male,1943-06-23,not available,15,5,Clare,An Clar,8065,
Stanislaus Burke,Non party/Independent,953,0.0197,0.12,0,,,Male,1943-06-23,not available,15,5,Clare,An Clar,8065,
Cormac Halpin,Fine Gael,789,0.0163,0.10,0,,,Male,1943-06-23,not available,15,5,Clare,An Clar,8065,
William Clune,Non party/Independent,1832,0.0379,0.23,0,,,Male,1943-06-23,not available,15,5,Clare,An Clar,8065,
Joseph Hughes,Labour,543,0.011200000000000002,0.07,0,,,Male,1943-06-23,not available,15,5,Clare,An Clar,8065,
John Clancy,Non party/Independent,2433,0.050300000000000004,0.30,0,,,Male,1943-06-23,not available,15,5,Clare,An Clar,8065,
Peter O'Loghlen,Fianna Fail,3240,0.067,0.40,0,,,Male,1943-06-23,not available,15,5,Clare,An Clar,8065,
William Counihan,Fine Gael,1639,0.0339,0.20,0,,,Male,1943-06-23,not available,15,5,Clare,An Clar,8065,
W T Cosgrave,Fine Gael,8871,0.2261,1.13,0,1,,Male,1943-06-23,not available,11,4,Cork Borough,(Munster),7847,
Frank Daly,Fianna Fail,7944,0.2025,1.01,0,2,,Male,1943-06-23,not available,11,4,Cork Borough,(Munster),7847,
Seamus Fitzgerald,Fianna Fail,4638,0.1182,0.59,0,3,,Male,1943-06-23,not available,11,4,Cork Borough,(Munster),7847,
Richard Anthony,Non party/Independent,3941,0.1005,0.50,0,4,,Male,1943-06-23,not available,11,4,Cork Borough,(Munster),7847,
James Hickey,Labour,4107,0.1047,0.52,0,,,Male,1943-06-23,not available,11,4,Cork Borough,(Munster),7847,
Daniel Buckley,Non party/Independent,859,0.0219,0.11,0,,,Male,1943-06-23,not available,11,4,Cork Borough,(Munster),7847,
Seán O Dubhghaill,Non party/Independent,1019,0.026000000000000002,0.13,0,,,Male,1943-06-23,not available,11,4,Cork Borough,(Munster),7847,
Ellen Crowley,Labour,562,0.0143,0.07,0,,,Female,1943-06-23,not available,11,4,Cork Borough,(Munster),7847,
Walter Furlong,Fianna Fail,4475,0.11410000000000001,0.57,0,,,Male,1943-06-23,not available,11,4,Cork Borough,(Munster),7847,
William Dwyer,Fine Gael,2561,0.0653,0.33,0,,,Male,1943-06-23,not available,11,4,Cork Borough,(Munster),7847,
Francis McCarthy Morrogh,Fine Gael,255,0.006500000000000001,0.03,0,,,Male,1943-06-23,not available,11,4,Cork Borough,(Munster),7847,
Seán Moylan,Fianna Fail,6456,0.1638,0.82,0,1,,Male,1943-06-23,not available,10,4,Cork North,(Munster),7883,
Timothy Linehan,Fine Gael,4758,0.1207,0.60,0,2,,Male,1943-06-23,not available,10,4,Cork North,(Munster),7883,
Patrick Halliden,Non party/Independent,6079,0.1543,0.77,0,3,,Male,1943-06-23,not available,10,4,Cork North,(Munster),7883,
Leo Skinner,Fianna Fail,4187,0.10619999999999999,0.53,0,4,,Male,1943-06-23,not available,10,4,Cork North,(Munster),7883,
Con Meaney,Fianna Fail,3769,0.0956,0.48,0,,,Male,1943-06-23,not available,10,4,Cork North,(Munster),7883,
Seán Keane Snr,Non party/Independent,2893,0.07339999999999999,0.37,0,,,Male,1943-06-23,not available,10,4,Cork North,(Munster),7883,
John Crotty,Labour,3324,0.0843,0.42,0,,,Male,1943-06-23,not available,10,4,Cork North,(Munster),7883,
Patrick McAuliffe,Labour,4068,0.1032,0.52,0,,,Male,1943-06-23,not available,10,4,Cork North,(Munster),7883,
David Forde,Non party/Independent,331,0.0084,0.04,0,,,Male,1943-06-23,not available,10,4,Cork North,(Munster),7883,
Patrick Daly,Fine Gael,3545,0.09,0.45,0,,,Male,1943-06-23,not available,10,4,Cork North,(Munster),7883,
Martin Corry,Fianna Fail,8767,0.26649999999999996,1.07,0,1,,Male,1943-06-23,not available,8,3,Cork South East,(Munster),8223,
William Broderick,Fine Gael,6123,0.1862,0.74,0,2,,Male,1943-06-23,not available,8,3,Cork South East,(Munster),8223,
Thomas Looney,Labour,2755,0.08380000000000001,0.34,0,3,,Male,1943-06-23,not available,8,3,Cork South East,(Munster),8223,
Patrick O'Brien,Labour,2248,0.0683,0.27,0,,,Male,1943-06-23,not available,8,3,Cork South East,(Munster),8223,
Edmond Carey,Fine Gael,2644,0.08039999999999999,0.32,0,,,Male,1943-06-23,not available,8,3,Cork South East,(Munster),8223,
Patrick Lehane,Non party/Independent,4499,0.1368,0.55,0,,,Male,1943-06-23,not available,8,3,Cork South East,(Munster),8223,
Seán MacCarthy,Fianna Fail,3374,0.1026,0.41,0,,,Male,1943-06-23,not available,8,3,Cork South East,(Munster),8223,
John Hurley,Non party/Independent,2481,0.0754,0.30,0,,,Male,1943-06-23,not available,8,3,Cork South East,(Munster),8223,
Timothy Murphy,Labour,9363,0.1813,1.09,0,1,,Male,1943-06-23,not available,11,5,Cork West,(Munster),8607,
Patrick O'Driscoll,Non party/Independent,7062,0.1368,0.82,0,2,,Male,1943-06-23,not available,11,5,Cork West,(Munster),8607,
Ted O'Sullivan,Fianna Fail,7977,0.1545,0.93,0,3,,Male,1943-06-23,not available,11,5,Cork West,(Munster),8607,
Timothy O'Donovan,Fine Gael,4854,0.094,0.56,0,4,,Male,1943-06-23,not available,11,5,Cork West,(Munster),8607,
Seán Buckley,Fianna Fail,6632,0.1284,0.77,0,5,,Male,1943-06-23,not available,11,5,Cork West,(Munster),8607,
Denis Lehane,Labour,2315,0.044800000000000006,0.27,0,,,Male,1943-06-23,not available,11,5,Cork West,(Munster),8607,
Eamonn O'Neill,Fine Gael,4378,0.0848,0.51,0,,,Male,1943-06-23,not available,11,5,Cork West,(Munster),8607,
Daniel O'Leary,Fine Gael,4414,0.0855,0.51,0,,,Male,1943-06-23,not available,11,5,Cork West,(Munster),8607,
Denis Cronin,Fine Gael,1104,0.021400000000000002,0.13,0,,,Male,1943-06-23,not available,11,5,Cork West,(Munster),8607,
Michael Twomey,Non party/Independent,1582,0.030600000000000002,0.18,0,,,Male,1943-06-23,not available,11,5,Cork West,(Munster),8607,
Patrick Crowley,Labour,1955,0.0379,0.23,0,,,Male,1943-06-23,not available,11,5,Cork West,(Munster),8607,
Neal Blaney,Fianna Fail,7576,0.2198,1.10,1,Made Quota,1,Male,1943-06-23,49410,9,4,Donegal East,Dún na nGall Thior,6895,
Daniel McMenamin,Fine Gael,5970,0.1732,0.87,4,Made Quota,2,Male,1943-06-23,49410,9,4,Donegal East,Dún na nGall Thior,6895,TD
John Friel,Fianna Fail,5916,0.1716,0.86,6,Made Quota,3,Male,1943-06-23,49410,9,4,Donegal East,Dún na nGall Thior,6895,
William Sheldon,Non party/Independent,3373,0.0978,0.49,8,Elected,4,Male,1943-06-23,49410,9,4,Donegal East,Dún na nGall Thior,6895,
Major James Myles,Non party/Independent,3595,0.1043,0.52,(8),Not Elected,,Male,1943-06-23,49410,9,4,Donegal East,Dún na nGall Thior,6895,TD
Daniel McGlinchey,Fianna Fail,2637,0.0765,0.38,(7),Eliminated,,Male,1943-06-23,49410,9,4,Donegal East,Dún na nGall Thior,6895,
Seán McCool,Non party/Independent,1961,0.056900000000000006,0.28,(5),Eliminated,,Male,1943-06-23,49410,9,4,Donegal East,Dún na nGall Thior,6895,
John McElhinney,Labour,1907,0.0553,0.28,(3),Eliminated,,Male,1943-06-23,49410,9,4,Donegal East,Dún na nGall Thior,6895,
Manus Harkin,Non party/Independent,1537,0.0446,0.22,(2),Lost Deposit,,Male,1943-06-23,49410,9,4,Donegal East,Dún na nGall Thior,6895,
Michael McFadden,Fine Gael,6873,0.2639,1.06,0,1,,Male,1943-06-23,not available,6,3,Donegal West,Dún na nGall,6512,
Brian Brady,Fianna Fail,6495,0.2494,1.00,0,2,,Male,1943-06-23,not available,6,3,Donegal West,Dún na nGall,6512,
Cormac Breslin,Fianna Fail,5581,0.2143,0.86,0,3,,Male,1943-06-23,not available,6,3,Donegal West,Dún na nGall,6512,
Daniel Boyle,Labour,3458,0.1328,0.53,0,,,Male,1943-06-23,not available,6,3,Donegal West,Dún na nGall,6512,
Joseph Doherty,Labour,1041,0.04,0.16,0,,,Male,1943-06-23,not available,6,3,Donegal West,Dún na nGall,6512,
Hugh Callaghan,Non party/Independent,2599,0.0998,0.40,0,,,Male,1943-06-23,not available,6,3,Donegal West,Dún na nGall,6512,
Sean Brady,Fianna Fail,15299,0.2273,1.36,1,Made Quota,1,Male,1943-06-23,99754,16,5,Dublin County,Baile Atha Cliath,11220,TD
Patrick J Fogarty,Fianna Fail,8779,0.1304,0.78,2,Made Quota,2,Male,1943-06-23,99754,16,5,Dublin County,Baile Atha Cliath,11220,TD
Liam Cosgrave Snr,Fine Gael,11099,0.1649,0.99,5,Made Quota,3,Male,1943-06-23,99754,16,5,Dublin County,Baile Atha Cliath,11220,
Henry Dockrell,Fine Gael,6882,0.10220000000000001,0.61,15,Made Quota,4,Male,1943-06-23,99754,16,5,Dublin County,Baile Atha Cliath,11220,TD
Jim Tunney,Labour,2932,0.0436,0.26,15,Elected (awaiting update),5,Male,1943-06-23,99754,16,5,Dublin County,Baile Atha Cliath,11220,
Michael O'Rourke,Fianna Fail,3303,0.049100000000000005,0.29,(15),Not Elected,,Male,1943-06-23,99754,16,5,Dublin County,Baile Atha Cliath,11220,
Patrick Belton,Non party/Independent,3990,0.0593,0.36,0,,,Male,1943-06-23,99754,16,5,Dublin County,Baile Atha Cliath,11220,TD
Christopher Hannigan,Labour,3176,0.0472,0.28,0,,,Male,1943-06-23,99754,16,5,Dublin County,Baile Atha Cliath,11220,
Thomas Watkins,Fianna Fail,2954,0.043899999999999995,0.26,0,Unknown,,Male,1943-06-23,99754,16,5,Dublin County,Baile Atha Cliath,11220,
Thomas O'Farrell,Labour,2654,0.0394,0.24,0,Unknown,,Male,1943-06-23,99754,16,5,Dublin County,Baile Atha Cliath,11220,
Patrick Roe,Fine Gael,1815,0.027000000000000003,0.16,0,Unknown,,Male,1943-06-23,99754,16,5,Dublin County,Baile Atha Cliath,11220,
Elizabeth Bobbett,Non party/Independent,1108,0.0165,0.10,0,Unknown,,Female,1943-06-23,99754,16,5,Dublin County,Baile Atha Cliath,11220,
Owens Gerard,Labour,1018,0.0151,0.09,0,Unknown,,Male,1943-06-23,99754,16,5,Dublin County,Baile Atha Cliath,11220,
Mary Ennis,Fine Gael,969,0.0144,0.09,0,Unknown,,Female,1943-06-23,99754,16,5,Dublin County,Baile Atha Cliath,11220,
William Costelloe,Non party/Independent,881,0.0131,0.08,0,Unknown,,Male,1943-06-23,99754,16,5,Dublin County,Baile Atha Cliath,11220,
Patrick Hickey,Non party/Independent,455,0.0068000000000000005,0.04,0,Unknown,,Male,1943-06-23,99754,16,5,Dublin County,Baile Atha Cliath,11220,
Oscar Traynor,Fianna Fail,13222,0.3389,1.36,0,1,,Male,1943-06-23,not available,6,3,Dublin North East,Baile Atha Cliath Thoir Thuaidh,9754,
Alfie Byrne,Non party/Independent,11293,0.2895,1.16,0,2,,Male,1943-06-23,not available,6,3,Dublin North East,Baile Atha Cliath Thoir Thuaidh,9754,
Jim Larkin Snr,Labour,5896,0.15109999999999998,0.60,0,3,,Male,1943-06-23,not available,6,3,Dublin North East,Baile Atha Cliath Thoir Thuaidh,9754,
Harry Colley,Fianna Fail,2287,0.058600000000000006,0.23,0,,,Male,1943-06-23,not available,6,3,Dublin North East,Baile Atha Cliath Thoir Thuaidh,9754,
General Richard Mulcahy,Fine Gael,5733,0.147,0.59,0,,,Male,1943-06-23,not available,6,3,Dublin North East,Baile Atha Cliath Thoir Thuaidh,9754,
M Bell,Non party/Independent,581,0.0149,0.06,0,,,Male,1943-06-23,not available,6,3,Dublin North East,Baile Atha Cliath Thoir Thuaidh,9754,
Seán T O'Kelly,Fianna Fail,12318,0.2635,1.58,0,1,,Male,1943-06-23,not available,15,5,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7793,
Cormac Breathnach,Fianna Fail,3762,0.0805,0.48,0,2,,Male,1943-06-23,not available,15,5,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7793,
Alfred Byrne,Non party/Independent,6625,0.1417,0.85,0,3,,Male,1943-06-23,not available,15,5,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7793,
Patrick J McGilligan,Fine Gael,5006,0.10710000000000001,0.64,0,4,,Male,1943-06-23,not available,15,5,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7793,
Martin O'Sullivan,Labour,5501,0.1177,0.71,0,5,,Male,1943-06-23,not available,15,5,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7793,
Michael Staines,Fine Gael,725,0.0155,0.09,0,,,Male,1943-06-23,not available,15,5,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7793,
J F Sheppard,Fine Gael,1230,0.0263,0.16,0,,,Male,1943-06-23,not available,15,5,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7793,
Frank Foley,Fianna Fail,2945,0.063,0.38,0,,,Male,1943-06-23,not available,15,5,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7793,
Seamus Davin,Fianna Fail,1649,0.0353,0.21,0,,,Male,1943-06-23,not available,15,5,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7793,
Patrick Murray,Non party/Independent,623,0.013300000000000001,0.08,0,,,Male,1943-06-23,not available,15,5,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7793,
John S O'Connor,Fianna Fail,2014,0.0431,0.26,0,,,Male,1943-06-23,not available,15,5,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7793,
Christopher Macken,Non party/Independent,1565,0.0335,0.20,0,,,Male,1943-06-23,not available,15,5,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7793,
Gearoid Cunningham,Non party/Independent,607,0.013000000000000001,0.08,0,,,Male,1943-06-23,not available,15,5,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7793,
Michael Love,Fine Gael,595,0.0127,0.08,0,,,Male,1943-06-23,not available,15,5,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7793,
Michael Keogh,Labour,1587,0.0339,0.20,0,,,Male,1943-06-23,not available,15,5,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7793,
Seán Lemass,Fianna Fail,16399,0.30870000000000003,2.47,0,1,,Male,1943-06-23,not available,19,7,Dublin South,Baile Atha Cliath Theas,6641,
Peadar Doyle,Fine Gael,4971,0.09359999999999999,0.75,0,2,,Male,1943-06-23,not available,19,7,Dublin South,Baile Atha Cliath Theas,6641,
John McCann,Fianna Fail,3133,0.059000000000000004,0.47,0,3,,Male,1943-06-23,not available,19,7,Dublin South,Baile Atha Cliath Theas,6641,
Robert Briscoe,Fianna Fail,3127,0.058899999999999994,0.47,0,5,,Male,1943-06-23,not available,19,7,Dublin South,Baile Atha Cliath Theas,6641,
Maurice Dockrell,Fine Gael,2841,0.0535,0.43,0,6,,Male,1943-06-23,not available,19,7,Dublin South,Baile Atha Cliath Theas,6641,
James B Lynch,Fianna Fail,2666,0.050199999999999995,0.40,0,6,,Male,1943-06-23,not available,19,7,Dublin South,Baile Atha Cliath Theas,6641,
James Larkin Jnr,Labour,3049,0.0574,0.46,0,7,,Male,1943-06-23,not available,19,7,Dublin South,Baile Atha Cliath Theas,6641,
Owen Hynes,Labour,873,0.016399999999999998,0.13,0,,,Male,1943-06-23,not available,19,7,Dublin South,Baile Atha Cliath Theas,6641,
Myles Keogh,Fine Gael,1152,0.0217,0.17,0,,,Male,1943-06-23,not available,19,7,Dublin South,Baile Atha Cliath Theas,6641,
Joseph Hannigan,Labour,2345,0.0441,0.35,0,,,Male,1943-06-23,not available,19,7,Dublin South,Baile Atha Cliath Theas,6641,
E D Hoey,Fine Gael,1280,0.0241,0.19,0,,,Male,1943-06-23,not available,19,7,Dublin South,Baile Atha Cliath Theas,6641,
Tom O'Higgins Jnr,Fine Gael,1461,0.0275,0.22,0,,,Male,1943-06-23,not available,19,7,Dublin South,Baile Atha Cliath Theas,6641,
Simon Donnelly,Non party/Independent,820,0.0154,0.12,0,,,Male,1943-06-23,not available,19,7,Dublin South,Baile Atha Cliath Theas,6641,
